CONTAINER_NO,VESSEL,MCHN_ID,MCHN_TP_CD,JOB_TYPE,FULL_EMPTY,BLOCK_BAY,JOB_END_DT
container106,ship0,TC253,TC,LD-YARDSIDE,F,2.00E-25,2018-01-31 22:08
container106,ship0,YT551,YT,LD-MOVE,F,2.00E-25,2018-01-31 22:14
container107,ship0,GC104,GC,LD-QUAYSIDE,F,3B-21,2018-01-31 15:03
container107,ship0,TC225,TC,LD-YARDSIDE,F,3B-21,2018-01-31 14:48
container107,ship0,YT543,YT,LD-MOVE,F,3B-21,2018-01-31 15:00
container108,ship0,GC104,GC,LD-QUAYSIDE,F,2C-55,2018-01-31 20:43
container108,ship0,TC234,TC,LD-YARDSIDE,F,2C-55,2018-01-31 20:31
container108,ship0,YT521,YT,LD-MOVE,F,2C-55,2018-01-31 20:41
container109,ship0,GC101,QC,DS-QUAYSIDE,M,3D-27,2018-01-31 10:55
container109,ship0,TC245,TC,DS-YARDSIDE,M,3D-27,2018-01-31 11:08
container109,ship0,YT512,YT,DS-MOVE,M,3D-27,2018-01-31 11:06
container110,ship0,GC101,QC,DS-QUAYSIDE,M,3C-21,2018-01-31 10:11
container110,ship0,TC235,TC,DS-YARDSIDE,M,3C-21,2018-01-31 10:20
container110,ship0,YT596,YT,DS-MOVE,M,3C-21,2018-01-31 10:18
container111,ship0,GC105,QC,DS-QUAYSIDE,F,1G-41,2018-01-31 10:25
container111,ship0,TC271,TC,DS-YARDSIDE,F,1G-41,2018-01-31 10:38
container111,ship0,YT518,YT,DS-MOVE,F,1G-41,2018-01-31 10:36
container112,ship0,GC102,GC,LD-QUAYSIDE,F,1B-27,2018-01-31 23:27
container112,ship0,TC221,TC,LD-YARDSIDE,F,1B-27,2018-01-31 22:32
container112,ship0,YT535,YT,LD-MOVE,F,1B-27,2018-01-31 23:25
container113,ship0,GC101,QC,DS-QUAYSIDE,F,2F-49,2018-01-31 4:15
container113,ship0,TC263,TC,DS-YARDSIDE,F,2F-49,2018-01-31 4:27
container113,ship0,YT574,YT,DS-MOVE,F,2F-49,2018-01-31 4:26
container114,ship0,GC102,QC,DS-QUAYSIDE,F,3B-77,2018-01-31 16:24
container114,ship0,TC226,TC,DS-YARDSIDE,F,3B-77,2018-01-31 16:35
container114,ship0,YT570,YT,DS-MOVE,F,3B-77,2018-01-31 16:33
container115,ship0,GC104,GC,LD-QUAYSIDE,F,1A-71,2018-01-31 18:34
container115,ship0,TC212,TC,LD-YARDSIDE,F,1A-71,2018-01-31 17:42
container115,ship0,YT519,YT,LD-MOVE,F,1A-71,2018-01-31 18:31
container116,ship0,GC102,QC,DS-QUAYSIDE,F,3B-77,2018-01-31 16:24
container116,ship0,TC226,TC,DS-YARDSIDE,F,3B-77,2018-01-31 16:33
container116,ship0,YT570,YT,DS-MOVE,F,3B-77,2018-01-31 16:31
container117,ship0,GC103,QC,DS-QUAYSIDE,F,1C-83,2018-01-31 10:08
container117,ship0,TC232,TC,DS-YARDSIDE,F,1C-83,2018-01-31 10:15
container117,ship0,YT512,YT,DS-MOVE,F,1C-83,2018-01-31 10:14
container118,ship0,GC102,GC,LD-QUAYSIDE,F,3D-10,2018-01-31 21:08
container118,ship0,TC245,TC,LD-YARDSIDE,F,3D-10,2018-01-31 21:05
container118,ship0,YT535,YT,LD-MOVE,F,3D-10,2018-01-31 21:06
container119,ship0,GC104,GC,LD-QUAYSIDE,F,2A-72,2018-01-31 22:25
container119,ship0,TC213,TC,LD-YARDSIDE,F,2A-72,2018-01-31 22:19
container119,ship0,YT510,YT,LD-MOVE,F,2A-72,2018-01-31 22:24
container120,ship0,GC104,GC,LD-QUAYSIDE,F,2A-72,2018-01-31 22:03
container120,ship0,TC213,TC,LD-YARDSIDE,F,2A-72,2018-01-31 22:00
container120,ship0,YT567,YT,LD-MOVE,F,2A-72,2018-01-31 22:01
container121,ship0,GC104,GC,LD-QUAYSIDE,F,1C-92,2018-01-31 21:48
container121,ship0,TC232,TC,LD-YARDSIDE,F,1C-92,2018-01-31 21:42
container121,ship0,YT577,YT,LD-MOVE,F,1C-92,2018-01-31 21:46
container122,ship0,GC104,QC,DS-QUAYSIDE,F,3D-82,2018-01-31 4:00
container122,ship0,TC246,TC,DS-YARDSIDE,F,3D-82,2018-01-31 4:14
container122,ship0,YT573,YT,DS-MOVE,F,3D-82,2018-01-31 4:12
container123,ship0,GC104,QC,DS-QUAYSIDE,F,3.00E-40,2018-01-31 8:58
container123,ship0,TC255,TC,DS-YARDSIDE,F,3.00E-40,2018-01-31 9:12
container123,ship0,YT582,YT,DS-MOVE,F,3.00E-40,2018-01-31 9:10
container124,ship0,GC102,QC,DS-QUAYSIDE,F,3A-16,2018-01-31 11:51
container124,ship0,TC215,TC,DS-YARDSIDE,F,3A-16,2018-01-31 11:57
container124,ship0,YT512,YT,DS-MOVE,F,3A-16,2018-01-31 11:55
container125,ship0,GC102,GC,LD-QUAYSIDE,F,1G-02,2018-01-31 18:57
container125,ship0,TC271,TC,LD-YARDSIDE,F,1G-02,2018-01-31 18:55
container125,ship0,YT562,YT,LD-MOVE,F,1G-02,2018-01-31 18:55
container126,ship0,GC106,GC,LD-QUAYSIDE,F,2.00E-86,2018-01-31 23:29
container126,ship0,TC254,TC,LD-YARDSIDE,F,2.00E-86,2018-01-31 23:26
container126,ship0,YT533,YT,LD-MOVE,F,2.00E-86,2018-01-31 23:26
container127,ship0,GC106,GC,LD-QUAYSIDE,F,3B-32,2018-01-31 23:40
container127,ship0,TC225,TC,LD-YARDSIDE,F,3B-32,2018-01-31 23:34
container127,ship0,YT548,YT,LD-MOVE,F,3B-32,2018-01-31 23:37
container128,ship0,GC105,QC,DS-QUAYSIDE,F,2.00E-78,2018-01-31 15:04
container128,ship0,TC254,TC,DS-YARDSIDE,F,2.00E-78,2018-01-31 15:17
container128,ship0,YT524,YT,DS-MOVE,F,2.00E-78,2018-01-31 15:16
container129,ship0,GC106,QC,DS-QUAYSIDE,F,3C-94,2018-01-31 4:43
container129,ship0,TC236,TC,DS-YARDSIDE,F,3C-94,2018-01-31 4:58
container129,ship0,YT534,YT,DS-MOVE,F,3C-94,2018-01-31 4:57
container130,ship0,GC103,GC,LD-QUAYSIDE,F,1C-92,2018-01-31 23:24
container130,ship0,TC232,TC,LD-YARDSIDE,F,1C-92,2018-01-31 23:15
container130,ship0,YT578,YT,LD-MOVE,F,1C-92,2018-01-31 23:21
container131,ship0,GC104,QC,DS-QUAYSIDE,F,2B-24,2018-01-31 3:46
container131,ship0,TC223,TC,DS-YARDSIDE,F,2B-24,2018-01-31 3:53
container131,ship0,YT518,YT,DS-MOVE,F,2B-24,2018-01-31 3:51
container132,ship0,GC106,GC,LD-QUAYSIDE,F,1.00E-10,2018-01-31 16:14
container132,ship0,TC251,TC,LD-YARDSIDE,F,1.00E-10,2018-01-31 16:08
container132,ship0,YT531,YT,LD-MOVE,F,1.00E-10,2018-01-31 16:11
container133,ship0,GC104,QC,DS-QUAYSIDE,F,2B-24,2018-01-31 5:14
container133,ship0,TC223,TC,DS-YARDSIDE,F,2B-24,2018-01-31 5:23
container133,ship0,YT516,YT,DS-MOVE,F,2B-24,2018-01-31 5:22
container134,ship0,GC106,QC,DS-QUAYSIDE,F,1D-06,2018-01-31 3:50
container134,ship0,TC241,TC,DS-YARDSIDE,F,1D-06,2018-01-31 4:02
container134,ship0,YT508,YT,DS-MOVE,F,1D-06,2018-01-31 4:01
container135,ship0,GC105,QC,DS-QUAYSIDE,F,3B-72,2018-01-31 16:37
container135,ship0,TC226,TC,DS-YARDSIDE,F,3B-72,2018-01-31 16:46
container135,ship0,YT535,YT,DS-MOVE,F,3B-72,2018-01-31 16:45
container136,ship0,GC105,QC,DS-QUAYSIDE,F,2D-46,2018-01-31 9:40
container136,ship0,TC243,TC,DS-YARDSIDE,F,2D-46,2018-01-31 9:53
container136,ship0,YT543,YT,DS-MOVE,F,2D-46,2018-01-31 9:52
container137,ship0,GC105,QC,DS-QUAYSIDE,F,1.00E-59,2018-01-31 11:45
container137,ship0,TC251,TC,DS-YARDSIDE,F,1.00E-59,2018-01-31 11:58
container137,ship0,YT537,YT,DS-MOVE,F,1.00E-59,2018-01-31 11:56
container138,ship0,GC107,GC,LD-QUAYSIDE,M,2C-27,2018-01-31 17:59
container138,ship0,TC233,TC,LD-YARDSIDE,M,2C-27,2018-01-31 17:44
container138,ship0,YT577,YT,LD-MOVE,M,2C-27,2018-01-31 17:57
container139,ship0,GC105,GC,LD-QUAYSIDE,F,1C-41,2018-01-31 21:25
container139,ship0,TC231,TC,LD-YARDSIDE,F,1C-41,2018-01-31 21:20
container139,ship0,YT586,YT,LD-MOVE,F,1C-41,2018-01-31 21:22
container140,ship0,GC106,QC,DS-QUAYSIDE,F,2.00E-75,2018-01-31 7:58
container140,ship0,TC254,TC,DS-YARDSIDE,F,2.00E-75,2018-01-31 8:12
container140,ship0,YT529,YT,DS-MOVE,F,2.00E-75,2018-01-31 8:11
container141,ship0,GC104,GC,LD-QUAYSIDE,F,1.00E-55,2018-01-31 18:55
container141,ship0,TC252,TC,LD-YARDSIDE,F,1.00E-55,2018-01-31 18:42
container141,ship0,YT535,YT,LD-MOVE,F,1.00E-55,2018-01-31 18:52
container142,ship0,GC105,GC,LD-QUAYSIDE,F,2C-83,2018-01-31 23:05
container142,ship0,TC234,TC,LD-YARDSIDE,F,2C-83,2018-01-31 22:57
container142,ship0,YT531,YT,LD-MOVE,F,2C-83,2018-01-31 23:02
container143,ship0,GC103,QC,DS-QUAYSIDE,F,3D-55,2018-01-31 16:11
container143,ship0,TC245,TC,DS-YARDSIDE,F,3D-55,2018-01-31 16:34
container143,ship0,YT502,YT,DS-MOVE,F,3D-55,2018-01-31 16:32
container144,ship0,GC107,GC,LD-QUAYSIDE,M,2D-33,2018-01-31 15:40
container144,ship0,TC243,TC,LD-YARDSIDE,M,2D-33,2018-01-31 15:29
container144,ship0,YT508,YT,LD-MOVE,M,2D-33,2018-01-31 15:38
container145,ship0,GC104,GC,LD-QUAYSIDE,F,3D-47,2018-01-31 11:35
container145,ship0,TC246,TC,LD-YARDSIDE,F,3D-47,2018-01-31 11:33
container145,ship0,YT524,YT,LD-MOVE,F,3D-47,2018-01-31 11:33
container146,ship0,GC104,GC,LD-QUAYSIDE,F,3D-47,2018-01-31 11:07
container146,ship0,TC246,TC,LD-YARDSIDE,F,3D-47,2018-01-31 11:04
container146,ship0,YT536,YT,LD-MOVE,F,3D-47,2018-01-31 11:05
container147,ship0,GC102,QC,DS-QUAYSIDE,F,2B-89,2018-01-31 17:15
container147,ship0,TC224,TC,DS-YARDSIDE,F,2B-89,2018-01-31 17:30
container147,ship0,YT518,YT,DS-MOVE,F,2B-89,2018-01-31 17:29
container148,ship0,GC104,GC,LD-QUAYSIDE,F,1D-35,2018-01-31 10:42
container148,ship0,TC241,TC,LD-YARDSIDE,F,1D-35,2018-01-31 10:36
container148,ship0,YT520,YT,LD-MOVE,F,1D-35,2018-01-31 10:40
container149,ship0,GC103,QC,DS-QUAYSIDE,F,2.00E-35,2018-01-31 9:50
container149,ship0,TC253,TC,DS-YARDSIDE,F,2.00E-35,2018-01-31 9:58
container149,ship0,YT516,YT,DS-MOVE,F,2.00E-35,2018-01-31 9:57
container150,ship0,GC103,QC,DS-QUAYSIDE,F,1D-51,2018-01-31 11:19
container150,ship0,TC242,TC,DS-YARDSIDE,F,1D-51,2018-01-31 11:39
container150,ship0,YT517,YT,DS-MOVE,F,1D-51,2018-01-31 11:37
container151,ship0,GC107,QC,DS-QUAYSIDE,F,3A-83,2018-01-31 8:16
container151,ship0,TC216,TC,DS-YARDSIDE,F,3A-83,2018-01-31 8:30
container151,ship0,YT576,YT,DS-MOVE,F,3A-83,2018-01-31 8:29
container152,ship0,GC107,QC,DS-QUAYSIDE,F,2B-21,2018-01-31 10:59
container152,ship0,TC223,TC,DS-YARDSIDE,F,2B-21,2018-01-31 11:12
container152,ship0,YT537,YT,DS-MOVE,F,2B-21,2018-01-31 11:10
container153,ship0,GC107,QC,DS-QUAYSIDE,F,2D-37,2018-01-31 8:19
container153,ship0,TC243,TC,DS-YARDSIDE,F,2D-37,2018-01-31 8:32
container153,ship0,YT573,YT,DS-MOVE,F,2D-37,2018-01-31 8:30
container154,ship0,GC101,QC,DS-QUAYSIDE,M,1D-27,2018-01-31 11:12
container154,ship0,TC241,TC,DS-YARDSIDE,M,1D-27,2018-01-31 11:25
container154,ship0,YT544,YT,DS-MOVE,M,1D-27,2018-01-31 11:24
container155,ship0,GC105,GC,LD-QUAYSIDE,F,2C-35,2018-01-31 17:16
container155,ship0,TC233,TC,LD-YARDSIDE,F,2C-35,2018-01-31 17:06
container155,ship0,YT527,YT,LD-MOVE,F,2C-35,2018-01-31 17:14
container156,ship0,GC107,QC,DS-QUAYSIDE,F,3B-77,2018-01-31 7:09
container156,ship0,TC226,TC,DS-YARDSIDE,F,3B-77,2018-01-31 7:19
container156,ship0,YT540,YT,DS-MOVE,F,3B-77,2018-01-31 7:17
container157,ship0,GC104,GC,LD-QUAYSIDE,F,2.00E-55,2018-01-31 11:51
container157,ship0,TC254,TC,LD-YARDSIDE,F,2.00E-55,2018-01-31 11:46
container157,ship0,YT503,YT,LD-MOVE,F,2.00E-55,2018-01-31 11:48
container158,ship0,GC104,GC,LD-QUAYSIDE,F,3A-07,2018-01-31 17:34
container158,ship0,TC215,TC,LD-YARDSIDE,F,3A-07,2018-01-31 17:16
container158,ship0,YT575,YT,LD-MOVE,F,3A-07,2018-01-31 17:31
container159,ship0,GC105,QC,DS-QUAYSIDE,F,3A-45,2018-01-31 9:54
container159,ship0,TC215,TC,DS-YARDSIDE,F,3A-45,2018-01-31 10:04
container159,ship0,YT543,YT,DS-MOVE,F,3A-45,2018-01-31 10:02
container160,ship0,GC101,GC,LD-QUAYSIDE,F,3.00E-61,2018-01-31 20:47
container160,ship0,TC256,TC,LD-YARDSIDE,F,3.00E-61,2018-01-31 20:44
container160,ship0,YT534,YT,LD-MOVE,F,3.00E-61,2018-01-31 20:45
container161,ship0,GC105,GC,LD-QUAYSIDE,F,1D-35,2018-01-31 18:14
container161,ship0,TC241,TC,LD-YARDSIDE,F,1D-35,2018-01-31 18:07
container161,ship0,YT531,YT,LD-MOVE,F,1D-35,2018-01-31 18:12
container162,ship0,GC104,QC,DS-QUAYSIDE,F,3A-83,2018-01-31 10:09
container162,ship0,TC216,TC,DS-YARDSIDE,F,3A-83,2018-01-31 10:19
container162,ship0,YT586,YT,DS-MOVE,F,3A-83,2018-01-31 10:17
container163,ship0,GC104,GC,LD-QUAYSIDE,F,2D-06,2018-01-31 16:03
container163,ship0,TC243,TC,LD-YARDSIDE,F,2D-06,2018-01-31 15:58
container163,ship0,YT570,YT,LD-MOVE,F,2D-06,2018-01-31 16:00
container164,ship0,GC104,QC,DS-QUAYSIDE,F,2G-10,2018-01-31 13:58
container164,ship0,TC273,TC,DS-YARDSIDE,F,2G-10,2018-01-31 14:14
container164,ship0,YT538,YT,DS-MOVE,F,2G-10,2018-01-31 14:13
container165,ship0,GC105,QC,DS-QUAYSIDE,F,3G-30,2018-01-31 5:19
container165,ship0,TC275,TC,DS-YARDSIDE,F,3G-30,2018-01-31 5:35
container165,ship0,YT576,YT,DS-MOVE,F,3G-30,2018-01-31 5:34
container166,ship0,GC105,QC,DS-QUAYSIDE,F,2G-10,2018-01-31 13:07
container166,ship0,TC273,TC,DS-YARDSIDE,F,2G-10,2018-01-31 13:17
container166,ship0,YT527,YT,DS-MOVE,F,2G-10,2018-01-31 13:15
container167,ship0,GC104,QC,DS-QUAYSIDE,F,3G-26,2018-01-31 5:44
container167,ship0,TC275,TC,DS-YARDSIDE,F,3G-26,2018-01-31 6:13
container167,ship0,YT524,YT,DS-MOVE,F,3G-26,2018-01-31 6:11
container168,ship0,GC106,GC,LD-QUAYSIDE,F,2G-38,2018-01-31 22:22
container168,ship0,TC273,TC,LD-YARDSIDE,F,2G-38,2018-01-31 21:51
container168,ship0,YT564,YT,LD-MOVE,F,2G-38,2018-01-31 22:19
container169,ship0,GC104,GC,LD-QUAYSIDE,F,3.00E-73,2018-01-31 18:12
container169,ship0,TC256,TC,LD-YARDSIDE,F,3.00E-73,2018-01-31 17:49
container169,ship0,YT510,YT,LD-MOVE,F,3.00E-73,2018-01-31 18:09
container170,ship0,GC104,GC,LD-QUAYSIDE,F,3.00E-73,2018-01-31 20:39
container170,ship0,TC256,TC,LD-YARDSIDE,F,3.00E-73,2018-01-31 20:32
container170,ship0,YT555,YT,LD-MOVE,F,3.00E-73,2018-01-31 20:36
container171,ship0,GC104,GC,LD-QUAYSIDE,F,2C-61,2018-01-31 19:18
container171,ship0,TC234,TC,LD-YARDSIDE,F,2C-61,2018-01-31 19:04
container171,ship0,YT571,YT,LD-MOVE,F,2C-61,2018-01-31 19:16
container172,ship0,GC105,QC,DS-QUAYSIDE,F,3B-67,2018-01-31 10:32
container172,ship0,TC226,TC,DS-YARDSIDE,F,3B-67,2018-01-31 10:41
container172,ship0,YT540,YT,DS-MOVE,F,3B-67,2018-01-31 10:40
container173,ship0,GC104,GC,LD-QUAYSIDE,F,3A-07,2018-01-31 19:26
container173,ship0,TC215,TC,LD-YARDSIDE,F,3A-07,2018-01-31 19:10
container173,ship0,YT542,YT,LD-MOVE,F,3A-07,2018-01-31 19:23
container174,ship0,GC107,QC,DS-QUAYSIDE,F,1D-41,2018-01-31 6:52
container174,ship0,TC242,TC,DS-YARDSIDE,F,1D-41,2018-01-31 7:09
container174,ship0,YT596,YT,DS-MOVE,F,1D-41,2018-01-31 7:07
container175,ship0,GC105,GC,LD-QUAYSIDE,F,2C-83,2018-01-31 23:07
container175,ship0,TC234,TC,LD-YARDSIDE,F,2C-83,2018-01-31 23:00
container175,ship0,YT533,YT,LD-MOVE,F,2C-83,2018-01-31 23:04
container176,ship0,GC104,QC,DS-QUAYSIDE,F,2B-21,2018-01-31 10:11
container176,ship0,TC223,TC,DS-YARDSIDE,F,2B-21,2018-01-31 10:19
container176,ship0,YT533,YT,DS-MOVE,F,2B-21,2018-01-31 10:18
container177,ship0,GC104,GC,LD-QUAYSIDE,F,2.00E-55,2018-01-31 14:39
container177,ship0,TC254,TC,LD-YARDSIDE,F,2.00E-55,2018-01-31 14:27
container177,ship0,YT555,YT,LD-MOVE,F,2.00E-55,2018-01-31 14:37
container178,ship0,GC103,QC,DS-QUAYSIDE,F,2.00E-75,2018-01-31 11:31
container178,ship0,TC254,TC,DS-YARDSIDE,F,2.00E-75,2018-01-31 11:55
container178,ship0,YT523,YT,DS-MOVE,F,2.00E-75,2018-01-31 11:53
container179,ship0,GC107,QC,DS-QUAYSIDE,F,3C-09,2018-01-31 5:38
container179,ship0,TC235,TC,DS-YARDSIDE,F,3C-09,2018-01-31 5:46
container179,ship0,YT519,YT,DS-MOVE,F,3C-09,2018-01-31 5:45
container180,ship0,GC104,GC,LD-QUAYSIDE,F,3D-47,2018-01-31 10:56
container180,ship0,TC246,TC,LD-YARDSIDE,F,3D-47,2018-01-31 10:49
container180,ship0,YT503,YT,LD-MOVE,F,3D-47,2018-01-31 10:54
container181,ship0,GC104,GC,LD-QUAYSIDE,F,3D-47,2018-01-31 11:24
container181,ship0,TC246,TC,LD-YARDSIDE,F,3D-47,2018-01-31 11:17
container181,ship0,YT595,YT,LD-MOVE,F,3D-47,2018-01-31 11:21
container182,ship0,GC103,QC,DS-QUAYSIDE,F,3.00E-58,2018-01-31 20:58
container182,ship0,TC256,TC,DS-YARDSIDE,F,3.00E-58,2018-01-31 21:15
container182,ship0,YT565,YT,DS-MOVE,F,3.00E-58,2018-01-31 21:14
container183,ship0,GC103,GC,LD-QUAYSIDE,F,2B-44,2018-01-31 23:03
container183,ship0,TC223,TC,LD-YARDSIDE,F,2B-44,2018-01-31 22:49
container183,ship0,YT558,YT,LD-MOVE,F,2B-44,2018-01-31 23:01
container184,ship0,GC107,GC,LD-QUAYSIDE,F,1F-96,2018-01-31 11:41
container184,ship0,TC262,TC,LD-YARDSIDE,F,1F-96,2018-01-31 11:37
container184,ship0,YT544,YT,LD-MOVE,F,1F-96,2018-01-31 11:40
container185,ship0,GC103,QC,DS-QUAYSIDE,F,3B-24,2018-01-31 20:53
container185,ship0,TC225,TC,DS-YARDSIDE,F,3B-24,2018-01-31 21:01
container185,ship0,YT539,YT,DS-MOVE,F,3B-24,2018-01-31 20:59
container186,ship0,GC102,GC,LD-QUAYSIDE,F,2A-72,2018-01-31 19:10
container186,ship0,TC214,TC,LD-YARDSIDE,F,2A-72,2018-01-31 19:08
container186,ship0,YT526,YT,LD-MOVE,F,2A-72,2018-01-31 19:08
container187,ship0,GC102,QC,DS-QUAYSIDE,F,2B-02,2018-01-31 13:38
container187,ship0,TC223,TC,DS-YARDSIDE,F,2B-02,2018-01-31 13:45
container187,ship0,YT575,YT,DS-MOVE,F,2B-02,2018-01-31 13:44
container188,ship0,GC103,QC,DS-QUAYSIDE,F,3A-10,2018-01-31 21:24
container188,ship0,TC215,TC,DS-YARDSIDE,F,3A-10,2018-01-31 21:31
container188,ship0,YT588,YT,DS-MOVE,F,3A-10,2018-01-31 21:29
container189,ship0,GC103,QC,DS-QUAYSIDE,F,3D-82,2018-01-31 4:08
container189,ship0,TC246,TC,DS-YARDSIDE,F,3D-82,2018-01-31 4:21
container189,ship0,YT517,YT,DS-MOVE,F,3D-82,2018-01-31 4:20
container190,ship0,GC107,QC,DS-QUAYSIDE,M,2C-64,2018-01-31 10:49
container190,ship0,TC234,TC,DS-YARDSIDE,M,2C-64,2018-01-31 10:58
container190,ship0,YT533,YT,DS-MOVE,M,2C-64,2018-01-31 10:57
container191,ship0,GC106,GC,LD-QUAYSIDE,F,3B-64,2018-01-31 17:27
container191,ship0,TC226,TC,LD-YARDSIDE,F,3B-64,2018-01-31 17:13
container191,ship0,YT501,YT,LD-MOVE,F,3B-64,2018-01-31 17:24
container192,ship0,GC106,GC,LD-QUAYSIDE,F,2.00E-86,2018-01-31 23:44
container192,ship0,TC254,TC,LD-YARDSIDE,F,2.00E-86,2018-01-31 23:40
container192,ship0,YT574,YT,LD-MOVE,F,2.00E-86,2018-01-31 23:43
container193,ship0,GC106,QC,DS-QUAYSIDE,F,3B-16,2018-01-31 4:47
container193,ship0,TC225,TC,DS-YARDSIDE,F,3B-16,2018-01-31 4:54
container193,ship0,YT510,YT,DS-MOVE,F,3B-16,2018-01-31 4:53
container194,ship0,GC102,QC,DS-QUAYSIDE,F,1A-32,2018-01-31 14:17
container194,ship0,TC211,TC,DS-YARDSIDE,F,1A-32,2018-01-31 14:31
container194,ship0,YT525,YT,DS-MOVE,F,1A-32,2018-01-31 14:30
container195,ship0,GC105,GC,LD-QUAYSIDE,F,3B-80,2018-01-31 23:29
container195,ship0,TC226,TC,LD-YARDSIDE,F,3B-80,2018-01-31 23:22
container195,ship0,YT523,YT,LD-MOVE,F,3B-80,2018-01-31 23:26
container196,ship0,GC106,GC,LD-QUAYSIDE,F,2.00E-86,2018-01-31 21:14
container196,ship0,TC254,TC,LD-YARDSIDE,F,2.00E-86,2018-01-31 21:10
container196,ship0,YT577,YT,LD-MOVE,F,2.00E-86,2018-01-31 21:13
container197,ship0,GC107,QC,DS-QUAYSIDE,F,2.00E-14,2018-01-31 4:54
container197,ship0,TC253,TC,DS-YARDSIDE,F,2.00E-14,2018-01-31 5:02
container197,ship0,YT569,YT,DS-MOVE,F,2.00E-14,2018-01-31 5:00
container198,ship0,GC104,QC,DS-QUAYSIDE,F,2C-78,2018-01-31 6:20
container198,ship0,TC234,TC,DS-YARDSIDE,F,2C-78,2018-01-31 6:28
container198,ship0,YT538,YT,DS-MOVE,F,2C-78,2018-01-31 6:26
container199,ship0,GC104,GC,LD-QUAYSIDE,F,2D-06,2018-01-31 15:49
container199,ship0,TC243,TC,LD-YARDSIDE,F,2D-06,2018-01-31 15:46
container199,ship0,YT502,YT,LD-MOVE,F,2D-06,2018-01-31 15:47
container200,ship0,GC107,QC,DS-QUAYSIDE,F,3B-28,2018-01-31 4:04
container200,ship0,TC225,TC,DS-YARDSIDE,F,3B-28,2018-01-31 4:11
container200,ship0,YT534,YT,DS-MOVE,F,3B-28,2018-01-31 4:10
container201,ship0,GC106,QC,DS-QUAYSIDE,F,2C-06,2018-01-31 3:46
container201,ship0,TC233,TC,DS-YARDSIDE,F,2C-06,2018-01-31 3:56
container201,ship0,YT573,YT,DS-MOVE,F,2C-06,2018-01-31 3:55
container202,ship0,GC106,GC,LD-QUAYSIDE,F,2.00E-86,2018-01-31 18:01
container202,ship0,TC254,TC,LD-YARDSIDE,F,2.00E-86,2018-01-31 17:51
container202,ship0,YT516,YT,LD-MOVE,F,2.00E-86,2018-01-31 17:58
container203,ship0,GC105,QC,DS-QUAYSIDE,F,2F-10,2018-01-31 5:09
container203,ship0,TC263,TC,DS-YARDSIDE,F,2F-10,2018-01-31 5:24
container203,ship0,YT539,YT,DS-MOVE,F,2F-10,2018-01-31 5:22
container204,ship0,GC102,QC,DS-QUAYSIDE,F,1.00E-80,2018-01-31 11:45
container204,ship0,TC252,TC,DS-YARDSIDE,F,1.00E-80,2018-01-31 11:53
container204,ship0,YT518,YT,DS-MOVE,F,1.00E-80,2018-01-31 11:51
container205,ship0,GC107,QC,DS-QUAYSIDE,F,3.00E-40,2018-01-31 5:31
container205,ship0,TC255,TC,DS-YARDSIDE,F,3.00E-40,2018-01-31 5:45
container205,ship0,YT576,YT,DS-MOVE,F,3.00E-40,2018-01-31 5:44
container206,ship0,GC107,QC,DS-QUAYSIDE,F,2A-40,2018-01-31 5:27
container206,ship0,TC213,TC,DS-YARDSIDE,F,2A-40,2018-01-31 5:41
container206,ship0,YT520,YT,DS-MOVE,F,2A-40,2018-01-31 5:40
container207,ship0,GC102,QC,DS-QUAYSIDE,F,3B-02,2018-01-31 13:28
container207,ship0,TC225,TC,DS-YARDSIDE,F,3B-02,2018-01-31 13:36
container207,ship0,YT514,YT,DS-MOVE,F,3B-02,2018-01-31 13:35
container208,ship0,GC106,GC,LD-QUAYSIDE,F,2C-98,2018-01-31 12:53
container208,ship0,TC234,TC,LD-YARDSIDE,F,2C-98,2018-01-31 12:46
container208,ship0,YT519,YT,LD-MOVE,F,2C-98,2018-01-31 12:50
container209,ship0,GC107,QC,DS-QUAYSIDE,M,3G-70,2018-01-31 10:27
container209,ship0,TC276,TC,DS-YARDSIDE,M,3G-70,2018-01-31 10:40
container209,ship0,YT575,YT,DS-MOVE,M,3G-70,2018-01-31 10:38
container210,ship0,GC104,QC,DS-QUAYSIDE,F,2D-10,2018-01-31 6:50
container210,ship0,TC243,TC,DS-YARDSIDE,F,2D-10,2018-01-31 7:03
container210,ship0,YT534,YT,DS-MOVE,F,2D-10,2018-01-31 7:02
container211,ship0,GC103,GC,LD-QUAYSIDE,F,1B-96,2018-01-31 23:54
container211,ship0,TC222,TC,LD-YARDSIDE,F,1B-96,2018-01-31 23:50
container211,ship0,YT595,YT,LD-MOVE,F,1B-96,2018-01-31 23:52
container212,ship0,GC102,QC,DS-QUAYSIDE,F,3B-16,2018-01-31 13:30
container212,ship0,TC225,TC,DS-YARDSIDE,F,3B-16,2018-01-31 13:39
container212,ship0,YT535,YT,DS-MOVE,F,3B-16,2018-01-31 13:37
container213,ship0,GC104,GC,LD-QUAYSIDE,F,2A-72,2018-01-31 21:24
container213,ship0,TC213,TC,LD-YARDSIDE,F,2A-72,2018-01-31 21:18
container213,ship0,YT563,YT,LD-MOVE,F,2A-72,2018-01-31 21:21
container214,ship0,GC106,GC,LD-QUAYSIDE,F,2.00E-86,2018-01-31 23:04
container214,ship0,TC254,TC,LD-YARDSIDE,F,2.00E-86,2018-01-31 22:59
